Serial No.,Date,Time,Device Name,battery_percentage,filled_level,litres
1607,09/12/2024,09:15:14,Vinnaya  Block 2,100,100,83393.28
1608,09/12/2024,08:55:24,Vinnaya  Block 2,100,100,83393.28
1609,09/12/2024,08:35:25,Vinnaya  Block 2,100,100,83393.28
1610,09/12/2024,08:15:14,Vinnaya  Block 2,100,100,83393.28
1611,09/12/2024,07:55:21,Vinnaya  Block 2,100,100,83393.28
1612,09/12/2024,07:35:24,Vinnaya  Block 2,100,100,83393.28
1613,09/12/2024,07:15:14,Vinnaya  Block 2,100,100,83393.28
1614,09/12/2024,06:55:13,Vinnaya  Block 2,99,100,83393.28
1615,09/12/2024,06:35:14,Vinnaya  Block 2,100,100,83393.28
1616,09/12/2024,05:55:13,Vinnaya  Block 2,100,100,83393.28
1617,09/12/2024,05:35:13,Vinnaya  Block 2,100,100,83393.28
1618,09/12/2024,05:15:22,Vinnaya  Block 2,100,100,83393.28
1619,09/12/2024,04:55:13,Vinnaya  Block 2,100,100,83393.28
1620,09/12/2024,04:35:21,Vinnaya  Block 2,100,100,83393.28
1621,09/12/2024,04:15:13,Vinnaya  Block 2,100,100,83393.28
1622,09/12/2024,03:55:13,Vinnaya  Block 2,100,100,83393.28
1623,09/12/2024,03:35:13,Vinnaya  Block 2,100,100,83393.28
1624,09/12/2024,03:15:13,Vinnaya  Block 2,100,100,83393.28
1625,09/12/2024,02:55:13,Vinnaya  Block 2,100,100,83393.28
1626,09/12/2024,02:35:13,Vinnaya  Block 2,100,100,83393.28
1627,09/12/2024,02:15:13,Vinnaya  Block 2,100,100,83393.28
1628,09/12/2024,01:55:13,Vinnaya  Block 2,100,100,83393.28
1629,09/12/2024,01:35:13,Vinnaya  Block 2,100,100,83393.28
1630,09/12/2024,01:15:13,Vinnaya  Block 2,100,100,83393.28
1631,09/12/2024,00:55:13,Vinnaya  Block 2,100,100,83393.28
1632,09/12/2024,00:35:13,Vinnaya  Block 2,100,100,83393.28
1633,09/12/2024,00:15:13,Vinnaya  Block 2,100,100,83393.28
1634,08/12/2024,23:55:13,Vinnaya  Block 2,100,100,83393.28
1635,08/12/2024,23:35:13,Vinnaya  Block 2,100,100,83393.28
1636,08/12/2024,23:15:13,Vinnaya  Block 2,100,100,83393.28
1637,08/12/2024,22:55:13,Vinnaya  Block 2,100,100,83393.28
1638,08/12/2024,22:35:13,Vinnaya  Block 2,100,100,83393.28
1639,08/12/2024,22:15:13,Vinnaya  Block 2,100,100,83393.28
1640,08/12/2024,21:55:13,Vinnaya  Block 2,100,100,83393.28
1641,08/12/2024,21:35:13,Vinnaya  Block 2,100,100,83393.28
1642,08/12/2024,21:15:13,Vinnaya  Block 2,100,100,83393.28
1643,08/12/2024,20:55:13,Vinnaya  Block 2,100,100,83393.28
1644,08/12/2024,20:35:14,Vinnaya  Block 2,100,100,83393.28
1645,08/12/2024,20:15:14,Vinnaya  Block 2,100,100,83393.28
1646,08/12/2024,19:55:14,Vinnaya  Block 2,100,100,83393.28
1647,08/12/2024,19:35:14,Vinnaya  Block 2,100,100,83393.28
1648,08/12/2024,19:15:14,Vinnaya  Block 2,100,100,83393.28
1649,08/12/2024,18:55:14,Vinnaya  Block 2,100,100,83393.28
1650,08/12/2024,18:35:14,Vinnaya  Block 2,100,100,83393.28
1651,08/12/2024,18:15:14,Vinnaya  Block 2,100,100,83393.28
1652,08/12/2024,17:55:14,Vinnaya  Block 2,100,100,83393.28
1653,08/12/2024,17:35:14,Vinnaya  Block 2,100,100,83393.28
1654,08/12/2024,17:15:14,Vinnaya  Block 2,100,100,83393.28
1655,08/12/2024,16:55:14,Vinnaya  Block 2,100,100,83393.28
1656,08/12/2024,16:35:14,Vinnaya  Block 2,100,100,83393.28
1657,08/12/2024,16:15:14,Vinnaya  Block 2,100,100,83393.28
1658,08/12/2024,15:55:14,Vinnaya  Block 2,100,100,83393.28
1659,08/12/2024,15:35:14,Vinnaya  Block 2,100,100,83393.28
1660,08/12/2024,15:15:14,Vinnaya  Block 2,100,100,83393.28
1661,08/12/2024,14:55:14,Vinnaya  Block 2,100,100,83393.28
1662,08/12/2024,14:35:14,Vinnaya  Block 2,100,100,83393.28
1663,08/12/2024,14:15:14,Vinnaya  Block 2,100,100,83393.28
1664,08/12/2024,13:55:14,Vinnaya  Block 2,100,100,83393.28
1665,08/12/2024,13:35:14,Vinnaya  Block 2,100,100,83393.28
1666,08/12/2024,13:15:14,Vinnaya  Block 2,100,100,83393.28
1667,08/12/2024,12:55:14,Vinnaya  Block 2,100,100,83393.28
1668,08/12/2024,12:35:14,Vinnaya  Block 2,100,90.68,75617.42
1669,08/12/2024,12:15:14,Vinnaya  Block 2,100,89.32,74490.48
1670,08/12/2024,11:55:14,Vinnaya  Block 2,100,91.76,76518.97
1671,08/12/2024,11:35:14,Vinnaya  Block 2,100,98.51,82153.65
1672,08/12/2024,11:15:14,Vinnaya  Block 2,100,98.92,82491.73
1673,08/12/2024,10:55:14,Vinnaya  Block 2,100,100,83393.28
1674,08/12/2024,10:35:14,Vinnaya  Block 2,100,100,83393.28
1675,08/12/2024,10:15:14,Vinnaya  Block 2,100,100,83393.28
1676,08/12/2024,09:55:14,Vinnaya  Block 2,100,100,83393.28
1677,08/12/2024,09:35:14,Vinnaya  Block 2,100,100,83393.28
1678,08/12/2024,09:15:14,Vinnaya  Block 2,100,100,83393.28
1679,08/12/2024,08:55:14,Vinnaya  Block 2,100,100,83393.28
1680,08/12/2024,08:35:15,Vinnaya  Block 2,100,100,83393.28
1681,08/12/2024,08:15:15,Vinnaya  Block 2,100,100,83393.28
1682,08/12/2024,07:55:15,Vinnaya  Block 2,100,100,83393.28
1683,08/12/2024,07:35:15,Vinnaya  Block 2,100,100,83393.28
1684,08/12/2024,07:15:15,Vinnaya  Block 2,99,100,83393.28
1685,08/12/2024,06:55:15,Vinnaya  Block 2,100,100,83393.28
1686,08/12/2024,06:35:15,Vinnaya  Block 2,100,100,83393.28
1687,08/12/2024,06:15:15,Vinnaya  Block 2,100,100,83393.28
1688,08/12/2024,05:55:15,Vinnaya  Block 2,100,100,83393.28
1689,08/12/2024,05:35:15,Vinnaya  Block 2,100,100,83393.28
1690,08/12/2024,05:15:15,Vinnaya  Block 2,100,100,83393.28
1691,08/12/2024,04:55:15,Vinnaya  Block 2,100,100,83393.28
1692,08/12/2024,04:35:15,Vinnaya  Block 2,100,100,83393.28
1693,08/12/2024,04:15:15,Vinnaya  Block 2,100,100,83393.28
1694,08/12/2024,03:55:15,Vinnaya  Block 2,100,100,83393.28
1695,08/12/2024,03:35:15,Vinnaya  Block 2,100,100,83393.28
1696,08/12/2024,03:15:15,Vinnaya  Block 2,100,100,83393.28
1697,08/12/2024,02:55:15,Vinnaya  Block 2,100,100,83393.28
1698,08/12/2024,02:35:15,Vinnaya  Block 2,100,100,83393.28
1699,08/12/2024,02:15:15,Vinnaya  Block 2,100,100,83393.28
1700,08/12/2024,01:55:15,Vinnaya  Block 2,100,100,83393.28
1701,08/12/2024,01:35:15,Vinnaya  Block 2,100,100,83393.28
1702,08/12/2024,01:15:15,Vinnaya  Block 2,100,100,83393.28
1703,08/12/2024,00:55:15,Vinnaya  Block 2,100,100,83393.28
1704,08/12/2024,00:35:15,Vinnaya  Block 2,100,100,83393.28
1705,08/12/2024,00:15:15,Vinnaya  Block 2,100,100,83393.28
1706,07/12/2024,23:55:15,Vinnaya  Block 2,100,100,83393.28
1707,07/12/2024,23:35:15,Vinnaya  Block 2,100,100,83393.28
1708,07/12/2024,23:15:15,Vinnaya  Block 2,100,100,83393.28
1709,07/12/2024,22:55:15,Vinnaya  Block 2,100,100,83393.28
1710,07/12/2024,22:35:15,Vinnaya  Block 2,100,91.08,75955.5
1711,07/12/2024,22:15:15,Vinnaya  Block 2,100,95,79223.62
1712,07/12/2024,21:55:15,Vinnaya  Block 2,100,95.95,80012.47
1713,07/12/2024,21:35:15,Vinnaya  Block 2,100,96.62,80575.94
1714,07/12/2024,21:15:16,Vinnaya  Block 2,100,92.97,77533.21
1715,07/12/2024,20:55:16,Vinnaya  Block 2,100,100,83393.28
1716,07/12/2024,20:35:16,Vinnaya  Block 2,100,100,83393.28
1717,07/12/2024,20:15:16,Vinnaya  Block 2,100,100,83393.28
1718,07/12/2024,19:55:16,Vinnaya  Block 2,100,100,83393.28
1719,07/12/2024,19:35:16,Vinnaya  Block 2,100,92.97,77533.21
1720,07/12/2024,19:15:15,Vinnaya  Block 2,100,91.22,76068.19
1721,07/12/2024,18:55:25,Vinnaya  Block 2,100,93.24,77758.6
1722,07/12/2024,18:35:16,Vinnaya  Block 2,100,96.76,80688.63
1723,07/12/2024,18:15:16,Vinnaya  Block 2,100,98.38,82040.96
1724,07/12/2024,17:55:15,Vinnaya  Block 2,100,100,83393.28
1725,07/12/2024,17:35:16,Vinnaya  Block 2,100,100,83393.28
1726,07/12/2024,17:15:16,Vinnaya  Block 2,100,100,83393.28
1727,07/12/2024,16:55:16,Vinnaya  Block 2,100,96.89,80801.33
1728,07/12/2024,16:35:16,Vinnaya  Block 2,100,100,83393.28
1729,07/12/2024,16:15:16,Vinnaya  Block 2,100,100,83393.28
1730,07/12/2024,15:55:16,Vinnaya  Block 2,100,100,83393.28
1731,07/12/2024,15:35:16,Vinnaya  Block 2,100,100,83393.28
1732,07/12/2024,15:15:16,Vinnaya  Block 2,100,100,83393.28
1733,07/12/2024,14:55:16,Vinnaya  Block 2,100,100,83393.28
1734,07/12/2024,14:35:16,Vinnaya  Block 2,100,100,83393.28
1735,07/12/2024,14:15:16,Vinnaya  Block 2,100,100,83393.28
1736,07/12/2024,13:55:16,Vinnaya  Block 2,100,100,83393.28
1737,07/12/2024,13:35:16,Vinnaya  Block 2,100,100,83393.28
1738,07/12/2024,13:15:16,Vinnaya  Block 2,100,91.89,76631.66
1739,07/12/2024,12:55:16,Vinnaya  Block 2,100,96.22,80237.86
1740,07/12/2024,12:35:15,Vinnaya  Block 2,100,100,83393.28
1741,07/12/2024,12:15:16,Vinnaya  Block 2,100,97.16,81026.71
1742,07/12/2024,11:55:16,Vinnaya  Block 2,100,100,83393.28
1743,07/12/2024,11:35:16,Vinnaya  Block 2,100,100,83393.28
1744,07/12/2024,11:15:16,Vinnaya  Block 2,100,100,83393.28
1745,07/12/2024,10:55:16,Vinnaya  Block 2,100,100,83393.28
1746,07/12/2024,10:35:16,Vinnaya  Block 2,100,100,83393.28
1747,07/12/2024,10:15:16,Vinnaya  Block 2,100,100,83393.28
1748,07/12/2024,09:55:16,Vinnaya  Block 2,100,100,83393.28
1749,07/12/2024,09:35:15,Vinnaya  Block 2,100,100,83393.28
1750,07/12/2024,09:15:16,Vinnaya  Block 2,100,100,83393.28
1751,07/12/2024,08:55:16,Vinnaya  Block 2,100,100,83393.28
1752,07/12/2024,08:35:16,Vinnaya  Block 2,100,100,83393.28
1753,07/12/2024,08:15:16,Vinnaya  Block 2,100,100,83393.28
1754,07/12/2024,07:55:16,Vinnaya  Block 2,100,100,83393.28
1755,07/12/2024,07:35:16,Vinnaya  Block 2,100,100,83393.28
1756,07/12/2024,07:15:16,Vinnaya  Block 2,100,100,83393.28
1757,07/12/2024,06:55:16,Vinnaya  Block 2,100,100,83393.28
1758,07/12/2024,06:35:16,Vinnaya  Block 2,100,100,83393.28
1759,07/12/2024,06:15:16,Vinnaya  Block 2,100,100,83393.28
1760,07/12/2024,05:55:16,Vinnaya  Block 2,100,100,83393.28
1761,07/12/2024,05:35:16,Vinnaya  Block 2,100,100,83393.28
1762,07/12/2024,05:15:16,Vinnaya  Block 2,100,100,83393.28
1763,07/12/2024,04:55:16,Vinnaya  Block 2,100,100,83393.28
1764,07/12/2024,04:35:16,Vinnaya  Block 2,100,100,83393.28
1765,07/12/2024,04:15:16,Vinnaya  Block 2,100,100,83393.28
1766,07/12/2024,03:55:16,Vinnaya  Block 2,100,100,83393.28
1767,07/12/2024,03:35:16,Vinnaya  Block 2,100,100,83393.28
1768,07/12/2024,03:15:16,Vinnaya  Block 2,100,100,83393.28
1769,07/12/2024,02:55:17,Vinnaya  Block 2,100,100,83393.28
1770,07/12/2024,02:35:17,Vinnaya  Block 2,100,100,83393.28
1771,07/12/2024,02:15:17,Vinnaya  Block 2,100,100,83393.28
1772,07/12/2024,01:55:17,Vinnaya  Block 2,100,100,83393.28
1773,07/12/2024,01:35:17,Vinnaya  Block 2,100,100,83393.28
1774,07/12/2024,01:15:17,Vinnaya  Block 2,100,100,83393.28
1775,07/12/2024,00:55:17,Vinnaya  Block 2,100,100,83393.28
1776,07/12/2024,00:35:17,Vinnaya  Block 2,100,100,83393.28
1777,07/12/2024,00:15:17,Vinnaya  Block 2,100,100,83393.28
1778,06/12/2024,23:55:17,Vinnaya  Block 2,100,100,83393.28
1779,06/12/2024,23:35:17,Vinnaya  Block 2,100,100,83393.28
1780,06/12/2024,23:15:17,Vinnaya  Block 2,100,100,83393.28
1781,06/12/2024,22:55:17,Vinnaya  Block 2,100,100,83393.28
1782,06/12/2024,22:35:17,Vinnaya  Block 2,100,100,83393.28
1783,06/12/2024,22:15:17,Vinnaya  Block 2,100,100,83393.28
1784,06/12/2024,21:55:17,Vinnaya  Block 2,100,100,83393.28
1785,06/12/2024,21:35:17,Vinnaya  Block 2,100,91.76,76518.97
1786,06/12/2024,21:15:17,Vinnaya  Block 2,100,93.11,77645.91
1787,06/12/2024,20:55:17,Vinnaya  Block 2,100,91.08,75955.5
1788,06/12/2024,16:35:44,Vinnaya  Block 2,100,100,83393.28
1789,06/12/2024,16:15:17,Vinnaya  Block 2,100,100,83393.28
1790,06/12/2024,15:55:18,Vinnaya  Block 2,100,97.03,80914.02
1791,06/12/2024,15:35:18,Vinnaya  Block 2,100,98.51,82153.65
1792,06/12/2024,15:15:17,Vinnaya  Block 2,100,99.05,82604.42
1793,06/12/2024,14:55:18,Vinnaya  Block 2,100,94.19,78547.45
1794,06/12/2024,14:35:18,Vinnaya  Block 2,100,94.73,78998.23
1795,06/12/2024,14:15:18,Vinnaya  Block 2,100,95.41,79561.7
1796,06/12/2024,13:55:18,Vinnaya  Block 2,100,96.08,80125.16
1797,06/12/2024,13:35:18,Vinnaya  Block 2,100,97.3,81139.41
1798,06/12/2024,13:15:18,Vinnaya  Block 2,100,97.97,81702.88
1799,06/12/2024,12:55:18,Vinnaya  Block 2,100,99.32,82829.81
1800,06/12/2024,12:35:18,Vinnaya  Block 2,100,100,83393.28
1801,06/12/2024,12:15:18,Vinnaya  Block 2,100,100,83393.28
1802,06/12/2024,11:55:18,Vinnaya  Block 2,100,100,83393.28
1803,06/12/2024,11:35:17,Vinnaya  Block 2,100,100,83393.28
1804,06/12/2024,11:15:18,Vinnaya  Block 2,100,100,83393.28
1805,06/12/2024,10:55:18,Vinnaya  Block 2,100,100,83393.28
1806,06/12/2024,10:35:18,Vinnaya  Block 2,100,100,83393.28
1807,06/12/2024,10:15:18,Vinnaya  Block 2,100,100,83393.28
1808,06/12/2024,09:55:17,Vinnaya  Block 2,100,100,83393.28
1809,06/12/2024,09:35:18,Vinnaya  Block 2,100,100,83393.28
1810,06/12/2024,09:15:18,Vinnaya  Block 2,100,100,83393.28
1811,06/12/2024,08:55:18,Vinnaya  Block 2,100,100,83393.28
1812,06/12/2024,08:35:18,Vinnaya  Block 2,100,100,83393.28
1813,06/12/2024,08:15:18,Vinnaya  Block 2,100,100,83393.28
1814,06/12/2024,07:55:18,Vinnaya  Block 2,100,96.49,80463.25
1815,06/12/2024,07:35:18,Vinnaya  Block 2,100,97.57,81364.79
1816,06/12/2024,07:15:18,Vinnaya  Block 2,100,98.24,81928.26
1817,06/12/2024,06:55:18,Vinnaya  Block 2,100,98.78,82379.04
1818,06/12/2024,06:35:18,Vinnaya  Block 2,100,99.05,82604.42
1819,06/12/2024,06:15:18,Vinnaya  Block 2,100,99.59,83055.2
1820,06/12/2024,05:55:18,Vinnaya  Block 2,100,99.86,83280.59
1821,06/12/2024,05:35:18,Vinnaya  Block 2,100,100,83393.28
1822,06/12/2024,05:15:18,Vinnaya  Block 2,100,100,83393.28
1823,06/12/2024,04:55:18,Vinnaya  Block 2,100,100,83393.28
1824,06/12/2024,04:35:18,Vinnaya  Block 2,100,100,83393.28
1825,06/12/2024,04:15:18,Vinnaya  Block 2,100,100,83393.28
1826,06/12/2024,03:55:18,Vinnaya  Block 2,100,100,83393.28
1827,06/12/2024,03:35:18,Vinnaya  Block 2,100,100,83393.28
1828,06/12/2024,03:15:18,Vinnaya  Block 2,100,100,83393.28
1829,06/12/2024,02:55:18,Vinnaya  Block 2,100,100,83393.28
1830,06/12/2024,02:35:18,Vinnaya  Block 2,100,100,83393.28
1831,06/12/2024,02:15:18,Vinnaya  Block 2,100,100,83393.28
1832,06/12/2024,01:55:18,Vinnaya  Block 2,100,100,83393.28
1833,06/12/2024,01:35:18,Vinnaya  Block 2,100,100,83393.28
1834,06/12/2024,01:15:18,Vinnaya  Block 2,100,100,83393.28
1835,06/12/2024,00:55:18,Vinnaya  Block 2,100,100,83393.28
1836,06/12/2024,00:35:18,Vinnaya  Block 2,100,100,83393.28
1837,06/12/2024,00:15:18,Vinnaya  Block 2,100,100,83393.28
1838,05/12/2024,23:55:18,Vinnaya  Block 2,100,100,83393.28
1839,05/12/2024,23:35:18,Vinnaya  Block 2,100,100,83393.28
1840,05/12/2024,23:15:18,Vinnaya  Block 2,100,100,83393.28
1841,05/12/2024,22:55:18,Vinnaya  Block 2,100,100,83393.28
1842,05/12/2024,22:35:18,Vinnaya  Block 2,100,100,83393.28
1843,05/12/2024,22:15:18,Vinnaya  Block 2,100,100,83393.28
1844,05/12/2024,21:55:18,Vinnaya  Block 2,100,100,83393.28
1845,05/12/2024,21:35:19,Vinnaya  Block 2,100,100,83393.28
1846,05/12/2024,21:15:19,Vinnaya  Block 2,100,100,83393.28
1847,05/12/2024,20:55:19,Vinnaya  Block 2,100,100,83393.28
1848,05/12/2024,20:35:19,Vinnaya  Block 2,100,100,83393.28
1849,05/12/2024,20:15:19,Vinnaya  Block 2,100,100,83393.28
1850,05/12/2024,19:55:19,Vinnaya  Block 2,100,100,83393.28
1851,05/12/2024,19:35:19,Vinnaya  Block 2,100,100,83393.28
1852,05/12/2024,19:15:19,Vinnaya  Block 2,100,100,83393.28
1853,05/12/2024,18:55:19,Vinnaya  Block 2,100,100,83393.28
1854,05/12/2024,18:35:19,Vinnaya  Block 2,100,100,83393.28
1855,05/12/2024,18:15:19,Vinnaya  Block 2,100,100,83393.28
1856,05/12/2024,17:55:19,Vinnaya  Block 2,100,100,83393.28
1857,05/12/2024,17:35:19,Vinnaya  Block 2,100,100,83393.28
1858,05/12/2024,17:15:19,Vinnaya  Block 2,100,92.84,77420.52
1859,05/12/2024,16:55:19,Vinnaya  Block 2,100,92.7,77307.82
1860,05/12/2024,16:35:19,Vinnaya  Block 2,100,100,83393.28
1861,05/12/2024,16:15:19,Vinnaya  Block 2,100,100,83393.28
1862,05/12/2024,15:55:19,Vinnaya  Block 2,100,95.14,79336.31
1863,05/12/2024,15:35:19,Vinnaya  Block 2,100,100,83393.28
1864,05/12/2024,15:15:19,Vinnaya  Block 2,100,100,83393.28
1865,05/12/2024,14:55:18,Vinnaya  Block 2,100,100,83393.28
1866,05/12/2024,14:35:19,Vinnaya  Block 2,100,100,83393.28
1867,05/12/2024,14:15:19,Vinnaya  Block 2,100,100,83393.28
1868,05/12/2024,13:55:19,Vinnaya  Block 2,100,100,83393.28
1869,05/12/2024,13:35:19,Vinnaya  Block 2,100,100,83393.28
1870,05/12/2024,13:15:19,Vinnaya  Block 2,100,100,83393.28
1871,05/12/2024,12:55:19,Vinnaya  Block 2,100,100,83393.28
1872,05/12/2024,12:35:19,Vinnaya  Block 2,100,100,83393.28
1873,05/12/2024,12:15:19,Vinnaya  Block 2,100,100,83393.28
1874,05/12/2024,11:55:19,Vinnaya  Block 2,100,89.32,74490.48
1875,05/12/2024,11:35:19,Vinnaya  Block 2,100,97.57,81364.79
1876,05/12/2024,11:15:19,Vinnaya  Block 2,100,100,83393.28
1877,05/12/2024,10:55:19,Vinnaya  Block 2,100,100,83393.28
1878,05/12/2024,10:35:19,Vinnaya  Block 2,100,100,83393.28
1879,05/12/2024,10:15:19,Vinnaya  Block 2,100,92.7,77307.82
1880,05/12/2024,09:55:19,Vinnaya  Block 2,100,93.78,78209.37
1881,05/12/2024,09:35:19,Vinnaya  Block 2,100,95,79223.62
1882,05/12/2024,09:15:19,Vinnaya  Block 2,100,97.3,81139.41
1883,05/12/2024,08:55:19,Vinnaya  Block 2,100,99.46,82942.51
1884,05/12/2024,08:35:19,Vinnaya  Block 2,100,100,83393.28
1885,05/12/2024,08:15:19,Vinnaya  Block 2,100,100,83393.28
1886,05/12/2024,07:55:19,Vinnaya  Block 2,99,100,83393.28
1887,05/12/2024,07:35:19,Vinnaya  Block 2,100,100,83393.28
1888,05/12/2024,07:15:19,Vinnaya  Block 2,100,100,83393.28
1889,05/12/2024,06:55:19,Vinnaya  Block 2,100,100,83393.28
1890,05/12/2024,06:35:19,Vinnaya  Block 2,100,100,83393.28
1891,05/12/2024,06:15:19,Vinnaya  Block 2,100,100,83393.28
1892,05/12/2024,05:55:19,Vinnaya  Block 2,99,100,83393.28
1893,05/12/2024,05:35:19,Vinnaya  Block 2,100,100,83393.28
1894,05/12/2024,05:15:19,Vinnaya  Block 2,99,100,83393.28
1895,05/12/2024,04:55:19,Vinnaya  Block 2,99,100,83393.28
1896,05/12/2024,04:35:20,Vinnaya  Block 2,99,100,83393.28
1897,05/12/2024,04:15:20,Vinnaya  Block 2,99,100,83393.28
1898,05/12/2024,03:55:20,Vinnaya  Block 2,99,100,83393.28
1899,05/12/2024,03:35:20,Vinnaya  Block 2,100,100,83393.28
1900,05/12/2024,03:15:20,Vinnaya  Block 2,100,100,83393.28
1901,05/12/2024,02:55:20,Vinnaya  Block 2,99,100,83393.28
1902,05/12/2024,02:35:20,Vinnaya  Block 2,100,100,83393.28
1903,05/12/2024,02:15:20,Vinnaya  Block 2,99,100,83393.28
1904,05/12/2024,01:55:20,Vinnaya  Block 2,100,100,83393.28
1905,05/12/2024,01:35:20,Vinnaya  Block 2,100,100,83393.28
1906,05/12/2024,01:15:20,Vinnaya  Block 2,100,100,83393.28
1907,05/12/2024,00:55:20,Vinnaya  Block 2,100,100,83393.28
1908,05/12/2024,00:35:20,Vinnaya  Block 2,100,100,83393.28
1909,05/12/2024,00:15:20,Vinnaya  Block 2,100,100,83393.28
1910,04/12/2024,23:55:20,Vinnaya  Block 2,100,100,83393.28
1911,04/12/2024,23:35:20,Vinnaya  Block 2,100,100,83393.28
1912,04/12/2024,23:15:20,Vinnaya  Block 2,100,100,83393.28
1913,04/12/2024,22:55:20,Vinnaya  Block 2,100,100,83393.28
1914,04/12/2024,22:35:20,Vinnaya  Block 2,100,100,83393.28
1915,04/12/2024,22:15:20,Vinnaya  Block 2,100,100,83393.28
1916,04/12/2024,21:55:20,Vinnaya  Block 2,100,100,83393.28
1917,04/12/2024,21:35:20,Vinnaya  Block 2,100,100,83393.28
1918,04/12/2024,21:15:20,Vinnaya  Block 2,100,100,83393.28
1919,04/12/2024,20:55:20,Vinnaya  Block 2,100,100,83393.28
1920,04/12/2024,20:35:20,Vinnaya  Block 2,100,100,83393.28
1921,04/12/2024,20:15:20,Vinnaya  Block 2,100,100,83393.28
1922,04/12/2024,19:55:20,Vinnaya  Block 2,100,92.3,76969.74
1923,04/12/2024,19:35:19,Vinnaya  Block 2,100,89.86,74941.26
1924,04/12/2024,19:15:19,Vinnaya  Block 2,100,92.57,77195.13
1925,04/12/2024,18:55:19,Vinnaya  Block 2,100,97.16,81026.71
1926,04/12/2024,18:35:19,Vinnaya  Block 2,100,98.92,82491.73
1927,04/12/2024,18:15:19,Vinnaya  Block 2,100,100,83393.28
1928,04/12/2024,17:55:20,Vinnaya  Block 2,100,100,83393.28
1929,04/12/2024,17:35:20,Vinnaya  Block 2,100,100,83393.28
1930,04/12/2024,17:15:20,Vinnaya  Block 2,100,100,83393.28
1931,04/12/2024,16:55:20,Vinnaya  Block 2,100,100,83393.28
1932,04/12/2024,16:35:20,Vinnaya  Block 2,100,100,83393.28
1933,04/12/2024,16:15:20,Vinnaya  Block 2,100,100,83393.28
1934,04/12/2024,15:55:20,Vinnaya  Block 2,100,100,83393.28
1935,04/12/2024,15:35:20,Vinnaya  Block 2,100,100,83393.28
1936,04/12/2024,15:15:20,Vinnaya  Block 2,100,100,83393.28
1937,04/12/2024,14:55:20,Vinnaya  Block 2,100,100,83393.28
1938,04/12/2024,14:35:20,Vinnaya  Block 2,100,100,83393.28
1939,04/12/2024,14:15:20,Vinnaya  Block 2,100,100,83393.28
1940,04/12/2024,13:55:20,Vinnaya  Block 2,100,100,83393.28
1941,04/12/2024,13:35:20,Vinnaya  Block 2,100,100,83393.28
1942,04/12/2024,13:15:20,Vinnaya  Block 2,100,99.19,82717.12
1943,04/12/2024,12:55:20,Vinnaya  Block 2,100,100,83393.28
1944,04/12/2024,12:35:20,Vinnaya  Block 2,100,100,83393.28
1945,04/12/2024,12:15:20,Vinnaya  Block 2,100,100,83393.28
1946,04/12/2024,11:55:20,Vinnaya  Block 2,100,100,83393.28
1947,04/12/2024,11:35:20,Vinnaya  Block 2,100,100,83393.28
1948,04/12/2024,11:15:20,Vinnaya  Block 2,100,100,83393.28
1949,04/12/2024,10:55:20,Vinnaya  Block 2,100,100,83393.28
1950,04/12/2024,10:35:21,Vinnaya  Block 2,100,100,83393.28
1951,04/12/2024,10:15:21,Vinnaya  Block 2,100,100,83393.28
1952,04/12/2024,09:55:21,Vinnaya  Block 2,100,100,83393.28
1953,04/12/2024,09:35:21,Vinnaya  Block 2,100,100,83393.28
1954,04/12/2024,09:15:21,Vinnaya  Block 2,100,100,83393.28
1955,04/12/2024,08:55:21,Vinnaya  Block 2,100,100,83393.28
1956,04/12/2024,08:35:21,Vinnaya  Block 2,100,100,83393.28
1957,04/12/2024,08:15:21,Vinnaya  Block 2,100,100,83393.28
1958,04/12/2024,07:55:21,Vinnaya  Block 2,100,100,83393.28
1959,04/12/2024,07:35:21,Vinnaya  Block 2,100,100,83393.28
1960,04/12/2024,07:15:21,Vinnaya  Block 2,100,100,83393.28
1961,04/12/2024,06:55:21,Vinnaya  Block 2,99,100,83393.28
1962,04/12/2024,06:35:21,Vinnaya  Block 2,100,100,83393.28
1963,04/12/2024,06:15:21,Vinnaya  Block 2,100,100,83393.28
1964,04/12/2024,05:55:30,Vinnaya  Block 2,100,100,83393.28
1965,04/12/2024,05:35:21,Vinnaya  Block 2,99,100,83393.28
1966,04/12/2024,05:15:21,Vinnaya  Block 2,100,100,83393.28
1967,04/12/2024,04:55:21,Vinnaya  Block 2,100,100,83393.28
1968,04/12/2024,04:35:21,Vinnaya  Block 2,100,100,83393.28
1969,04/12/2024,04:15:21,Vinnaya  Block 2,98,100,83393.28
1970,04/12/2024,03:55:21,Vinnaya  Block 2,100,100,83393.28
1971,04/12/2024,03:35:21,Vinnaya  Block 2,100,100,83393.28
1972,04/12/2024,03:15:21,Vinnaya  Block 2,100,100,83393.28
1973,04/12/2024,02:55:21,Vinnaya  Block 2,100,100,83393.28
1974,04/12/2024,02:35:21,Vinnaya  Block 2,99,100,83393.28
1975,04/12/2024,02:15:21,Vinnaya  Block 2,99,100,83393.28
1976,04/12/2024,01:55:21,Vinnaya  Block 2,100,100,83393.28
1977,04/12/2024,01:35:21,Vinnaya  Block 2,100,100,83393.28
1978,04/12/2024,01:15:21,Vinnaya  Block 2,100,100,83393.28
1979,04/12/2024,00:55:21,Vinnaya  Block 2,100,100,83393.28
1980,04/12/2024,00:35:22,Vinnaya  Block 2,100,100,83393.28
