Serial No.,Date,Time,Device Name,battery_percentage,filled_level,litres
6016,15/09/2024,22:53:03,Kaveri ugt level,100,68.06,326901.61
6017,15/09/2024,22:33:03,Kaveri ugt level,100,67.18,322673.7
6018,15/09/2024,22:13:03,Kaveri ugt level,100,66.16,317769.33
6019,15/09/2024,21:53:03,Kaveri ugt level,100,64.96,312019.38
6020,15/09/2024,21:33:03,Kaveri ugt level,100,63.42,304578.27
6021,15/09/2024,21:13:03,Kaveri ugt level,100,62.25,298997.44
6022,15/09/2024,20:53:03,Kaveri ugt level,100,60.92,292571.02
6023,15/09/2024,20:33:03,Kaveri ugt level,100,59.44,285468.14
6024,15/09/2024,20:13:03,Kaveri ugt level,100,59.33,284960.79
6025,15/09/2024,19:53:03,Kaveri ugt level,100,60,288174
6026,15/09/2024,19:33:03,Kaveri ugt level,100,60.88,292401.9
6027,15/09/2024,19:13:03,Kaveri ugt level,100,61.55,295615.11
6028,15/09/2024,18:53:03,Kaveri ugt level,98,60.35,289865.16
6029,15/09/2024,18:33:04,Kaveri ugt level,100,58.87,282762.28
6030,15/09/2024,18:13:04,Kaveri ugt level,100,57.54,276335.87
6031,15/09/2024,17:53:04,Kaveri ugt level,100,56.2,269909.45
6032,15/09/2024,17:33:04,Kaveri ugt level,100,54.93,263821.27
6033,15/09/2024,17:13:04,Kaveri ugt level,100,53.98,259255.13
6034,15/09/2024,16:53:04,Kaveri ugt level,100,52.43,251814.02
6035,15/09/2024,16:33:04,Kaveri ugt level,100,53.77,258240.43
6036,15/09/2024,16:13:04,Kaveri ugt level,100,56.9,273291.77
6037,15/09/2024,15:53:04,Kaveri ugt level,100,60.92,292571.02
6038,15/09/2024,15:33:04,Kaveri ugt level,100,62.99,302548.88
6039,15/09/2024,15:13:04,Kaveri ugt level,99,62.99,302548.88
6040,15/09/2024,14:53:04,Kaveri ugt level,99,63.03,302717.99
6041,15/09/2024,14:33:04,Kaveri ugt level,100,63.1,303056.23
6042,15/09/2024,14:13:04,Kaveri ugt level,100,63.13,303225.34
6043,15/09/2024,13:53:04,Kaveri ugt level,100,63.17,303394.46
6044,15/09/2024,13:33:04,Kaveri ugt level,100,63.13,303225.34
6045,15/09/2024,13:13:04,Kaveri ugt level,100,65.11,312695.85
6046,15/09/2024,12:53:04,Kaveri ugt level,100,67.22,322842.82
6047,15/09/2024,12:33:04,Kaveri ugt level,100,68.03,326732.49
6048,15/09/2024,12:13:04,Kaveri ugt level,100,70.99,340938.25
6049,15/09/2024,11:53:04,Kaveri ugt level,100,74.75,359033.69
6050,15/09/2024,11:33:04,Kaveri ugt level,100,74.75,359033.69
6051,15/09/2024,11:13:04,Kaveri ugt level,100,74.82,359371.92
6052,15/09/2024,10:53:04,Kaveri ugt level,100,76.48,367320.38
6053,15/09/2024,10:33:04,Kaveri ugt level,100,76.51,367489.5
6054,15/09/2024,10:13:04,Kaveri ugt level,100,75.85,364276.29
6055,15/09/2024,09:53:04,Kaveri ugt level,100,77.15,370533.59
6056,15/09/2024,09:33:04,Kaveri ugt level,100,76.97,369688.01
6057,15/09/2024,09:13:04,Kaveri ugt level,100,76.37,366813.03
6058,15/09/2024,08:53:04,Kaveri ugt level,100,75.63,363261.59
6059,15/09/2024,08:33:04,Kaveri ugt level,100,74.75,359033.69
6060,15/09/2024,08:13:04,Kaveri ugt level,97,73.59,353452.85
6061,15/09/2024,07:53:04,Kaveri ugt level,99,72.29,347195.55
6062,15/09/2024,07:33:04,Kaveri ugt level,100,71.06,341276.49
6063,15/09/2024,07:13:04,Kaveri ugt level,96,69.58,334173.61
6064,15/09/2024,06:53:04,Kaveri ugt level,98,70.85,340261.79
6065,15/09/2024,06:33:04,Kaveri ugt level,100,73.87,354805.78
6066,15/09/2024,06:13:04,Kaveri ugt level,96,74.79,359202.8
6067,15/09/2024,05:53:04,Kaveri ugt level,98,73.42,352607.27
6068,15/09/2024,05:33:04,Kaveri ugt level,96,73.8,354467.55
6069,15/09/2024,05:13:05,Kaveri ugt level,100,74.75,359033.69
6070,15/09/2024,04:53:05,Kaveri ugt level,100,73.77,354298.43
6071,15/09/2024,04:33:05,Kaveri ugt level,95,72.43,347872.02
6072,15/09/2024,04:13:05,Kaveri ugt level,99,72.43,347872.02
6073,15/09/2024,03:53:05,Kaveri ugt level,100,72.43,347872.02
6074,15/09/2024,03:33:05,Kaveri ugt level,97,72.36,347533.79
6075,15/09/2024,03:13:05,Kaveri ugt level,100,69.54,334004.49
6076,15/09/2024,02:53:05,Kaveri ugt level,98,68.1,327070.73
6077,15/09/2024,02:33:05,Kaveri ugt level,99,68.1,327070.73
6078,15/09/2024,02:13:05,Kaveri ugt level,100,68.1,327070.73
6079,15/09/2024,01:53:05,Kaveri ugt level,99,67.15,322504.59
6080,15/09/2024,01:33:05,Kaveri ugt level,99,64.01,307453.25
6081,15/09/2024,01:13:05,Kaveri ugt level,100,63.52,305085.62
6082,15/09/2024,00:53:05,Kaveri ugt level,100,63.56,305254.74
6083,15/09/2024,00:33:05,Kaveri ugt level,100,63.52,305085.62
6084,15/09/2024,00:13:05,Kaveri ugt level,97,62.68,301026.83
6085,14/09/2024,23:53:05,Kaveri ugt level,100,59.37,285129.91
6086,14/09/2024,23:33:05,Kaveri ugt level,99,59.26,284622.56
6087,14/09/2024,23:13:05,Kaveri ugt level,99,58.94,283100.51
6088,14/09/2024,22:53:05,Kaveri ugt level,100,58.06,278872.61
6089,14/09/2024,22:33:05,Kaveri ugt level,99,55.46,266358.01
6090,14/09/2024,22:13:05,Kaveri ugt level,100,52.01,249784.62
6091,14/09/2024,21:53:05,Kaveri ugt level,100,50.6,243019.98
6092,14/09/2024,21:33:05,Kaveri ugt level,100,49.23,236424.44
6093,14/09/2024,21:13:05,Kaveri ugt level,100,48.31,232027.42
6094,14/09/2024,20:53:05,Kaveri ugt level,97,47.04,225939.24
6095,14/09/2024,20:33:05,Kaveri ugt level,100,47.22,226784.82
6096,14/09/2024,20:13:06,Kaveri ugt level,100,49.3,236762.68
6097,14/09/2024,19:53:06,Kaveri ugt level,100,51.23,246064.07
6098,14/09/2024,19:33:06,Kaveri ugt level,100,52.08,250122.86
6099,14/09/2024,19:13:06,Kaveri ugt level,100,52.71,253166.95
6100,14/09/2024,18:53:06,Kaveri ugt level,100,52.92,254181.64
6101,14/09/2024,18:33:06,Kaveri ugt level,100,51.9,249277.27
6102,14/09/2024,18:13:06,Kaveri ugt level,100,50.53,242681.74
6103,14/09/2024,17:53:06,Kaveri ugt level,100,49.05,235578.86
6104,14/09/2024,17:33:06,Kaveri ugt level,100,48.38,232365.65
6105,14/09/2024,17:13:06,Kaveri ugt level,100,48.49,232873
6106,14/09/2024,16:53:06,Kaveri ugt level,100,48.49,232873
6107,14/09/2024,16:33:06,Kaveri ugt level,100,50.42,242174.39
6108,14/09/2024,16:13:06,Kaveri ugt level,100,51.37,246740.53
6109,14/09/2024,15:53:06,Kaveri ugt level,100,52.68,252997.83
6110,14/09/2024,15:33:06,Kaveri ugt level,100,52.64,252828.71
6111,14/09/2024,15:13:06,Kaveri ugt level,100,53.52,257056.62
6112,14/09/2024,14:53:06,Kaveri ugt level,100,55.49,266527.13
6113,14/09/2024,14:33:06,Kaveri ugt level,100,55.46,266358.01
6114,14/09/2024,14:13:06,Kaveri ugt level,100,55.46,266358.01
6115,14/09/2024,13:53:06,Kaveri ugt level,100,55.49,266527.13
6116,14/09/2024,13:33:06,Kaveri ugt level,100,55.49,266527.13
6117,14/09/2024,13:13:06,Kaveri ugt level,100,57.32,275321.17
6118,14/09/2024,12:53:06,Kaveri ugt level,100,59.65,286482.84
6119,14/09/2024,12:33:17,Kaveri ugt level,100,59.68,286651.95
6120,14/09/2024,12:13:17,Kaveri ugt level,100,59.65,286482.84
6121,14/09/2024,11:53:17,Kaveri ugt level,100,59.65,286482.84
6122,14/09/2024,11:33:17,Kaveri ugt level,100,59.65,286482.84
6123,14/09/2024,11:13:17,Kaveri ugt level,100,61.2,293923.95
6124,14/09/2024,10:53:17,Kaveri ugt level,100,62.68,301026.83
6125,14/09/2024,10:33:17,Kaveri ugt level,100,66.41,318953.15
6126,14/09/2024,10:13:17,Kaveri ugt level,99,67.25,323011.94
6127,14/09/2024,09:53:17,Kaveri ugt level,100,67.22,322842.82
6128,14/09/2024,09:33:17,Kaveri ugt level,100,66.37,318784.03
6129,14/09/2024,09:13:17,Kaveri ugt level,100,66.27,318276.68
6130,14/09/2024,08:53:16,Kaveri ugt level,100,65.39,314048.78
6131,14/09/2024,08:33:16,Kaveri ugt level,100,62.04,297982.74
6132,14/09/2024,08:13:16,Kaveri ugt level,100,61.51,295446
6133,14/09/2024,07:53:16,Kaveri ugt level,99,61.51,295446
6134,14/09/2024,07:33:16,Kaveri ugt level,97,61.51,295446
6135,14/09/2024,07:13:16,Kaveri ugt level,98,61.27,294262.18
6136,14/09/2024,06:53:16,Kaveri ugt level,98,60.85,292232.79
6137,14/09/2024,06:33:16,Kaveri ugt level,98,60.07,288512.23
6138,14/09/2024,06:13:16,Kaveri ugt level,96,59.23,284453.44
6139,14/09/2024,05:53:16,Kaveri ugt level,100,56.37,270755.03
6140,14/09/2024,05:33:16,Kaveri ugt level,98,57.92,278196.14
6141,14/09/2024,05:13:16,Kaveri ugt level,100,63.17,303394.46
6142,14/09/2024,04:53:16,Kaveri ugt level,98,68.73,330114.82
6143,14/09/2024,04:33:16,Kaveri ugt level,97,71.13,341614.72
6144,14/09/2024,04:13:16,Kaveri ugt level,100,70.14,336879.46
6145,14/09/2024,03:53:16,Kaveri ugt level,99,69.01,331467.75
6146,14/09/2024,03:33:16,Kaveri ugt level,96,68.06,326901.61
6147,14/09/2024,03:13:16,Kaveri ugt level,97,67.11,322335.47
6148,14/09/2024,02:53:16,Kaveri ugt level,96,66.06,317261.99
6149,14/09/2024,02:33:16,Kaveri ugt level,100,64.68,310666.45
6150,14/09/2024,02:13:16,Kaveri ugt level,100,60.39,290034.28
6151,14/09/2024,01:53:16,Kaveri ugt level,99,57.92,278196.14
6152,14/09/2024,01:33:15,Kaveri ugt level,99,53.66,257733.08
6153,14/09/2024,01:13:15,Kaveri ugt level,100,51.73,248431.69
6154,14/09/2024,00:53:15,Kaveri ugt level,100,50.18,240990.58
6155,14/09/2024,00:33:15,Kaveri ugt level,100,48.24,231689.19
6156,14/09/2024,00:13:15,Kaveri ugt level,100,44.75,214946.69
6157,13/09/2024,23:53:15,Kaveri ugt level,99,43.42,208520.27
6158,13/09/2024,23:33:15,Kaveri ugt level,100,42.08,202093.86
6159,13/09/2024,23:13:15,Kaveri ugt level,100,40.63,195160.09
6160,13/09/2024,22:53:15,Kaveri ugt level,100,39.68,190593.95
6161,13/09/2024,22:33:15,Kaveri ugt level,99,38.7,185858.7
6162,13/09/2024,22:13:15,Kaveri ugt level,99,37.61,180616.1
6163,13/09/2024,21:53:15,Kaveri ugt level,100,36.97,177572.01
6164,13/09/2024,21:33:15,Kaveri ugt level,99,37.08,178079.36
6165,13/09/2024,21:13:15,Kaveri ugt level,99,37.04,177910.24
6166,13/09/2024,20:53:15,Kaveri ugt level,100,37.01,177741.12
6167,13/09/2024,20:33:15,Kaveri ugt level,100,36.97,177572.01
6168,13/09/2024,20:13:15,Kaveri ugt level,100,38.77,186196.93
6169,13/09/2024,19:53:15,Kaveri ugt level,100,40.35,193807.16
6170,13/09/2024,19:33:15,Kaveri ugt level,100,42.25,202939.44
6171,13/09/2024,19:13:15,Kaveri ugt level,100,42.96,206321.76
6172,13/09/2024,18:53:15,Kaveri ugt level,100,41.97,201586.51
6173,13/09/2024,18:33:14,Kaveri ugt level,100,40.67,195329.21
6174,13/09/2024,18:13:14,Kaveri ugt level,100,39.65,190424.84
6175,13/09/2024,17:53:14,Kaveri ugt level,100,38.2,183491.07
6176,13/09/2024,17:33:14,Kaveri ugt level,100,36.87,177064.66
6177,13/09/2024,17:13:14,Kaveri ugt level,100,35.67,171314.71
6178,13/09/2024,16:53:14,Kaveri ugt level,100,34.4,165226.52
6179,13/09/2024,16:33:14,Kaveri ugt level,100,33.49,160829.5
6180,13/09/2024,16:13:14,Kaveri ugt level,100,35.56,170807.36
6181,13/09/2024,15:53:14,Kaveri ugt level,100,37.71,181123.45
6182,13/09/2024,15:33:14,Kaveri ugt level,100,39.75,190932.19
6183,13/09/2024,15:13:14,Kaveri ugt level,100,41.8,200740.93
6184,13/09/2024,14:33:14,Kaveri ugt level,100,42.46,203954.13
6185,13/09/2024,14:13:14,Kaveri ugt level,100,42.43,203785.02
6186,13/09/2024,13:53:14,Kaveri ugt level,100,42.46,203954.13
6187,13/09/2024,13:33:14,Kaveri ugt level,100,42.46,203954.13
6188,13/09/2024,13:13:14,Kaveri ugt level,100,42.5,204123.25
6189,13/09/2024,12:53:14,Kaveri ugt level,100,42.5,204123.25
6190,13/09/2024,12:33:13,Kaveri ugt level,100,42.46,203954.13
6191,13/09/2024,12:13:13,Kaveri ugt level,100,42.46,203954.13
6192,13/09/2024,11:53:13,Kaveri ugt level,100,42.57,204461.48
6193,13/09/2024,11:33:13,Kaveri ugt level,100,42.32,203277.67
6194,13/09/2024,11:13:13,Kaveri ugt level,100,40.81,196005.67
6195,13/09/2024,10:53:13,Kaveri ugt level,100,39.15,188057.21
6196,13/09/2024,10:33:13,Kaveri ugt level,100,41.3,198373.3
6197,13/09/2024,10:13:13,Kaveri ugt level,100,43.38,208351.15
6198,13/09/2024,09:53:13,Kaveri ugt level,100,45.25,217314.31
6199,13/09/2024,09:33:13,Kaveri ugt level,100,45.74,219681.94
6200,13/09/2024,09:13:22,Kaveri ugt level,98,45.11,216637.85
6201,13/09/2024,08:53:13,Kaveri ugt level,100,44.3,212748.18
6202,13/09/2024,08:33:13,Kaveri ugt level,98,43.56,209196.74
6203,13/09/2024,08:13:13,Kaveri ugt level,99,42.39,203615.9
6204,13/09/2024,07:53:31,Kaveri ugt level,100,41.13,197527.72
6205,13/09/2024,07:33:13,Kaveri ugt level,98,40.25,193299.81
6206,13/09/2024,07:13:12,Kaveri ugt level,100,42.01,201755.62
6207,13/09/2024,06:53:12,Kaveri ugt level,98,43.77,210211.43
6208,13/09/2024,06:33:12,Kaveri ugt level,95,45.42,218159.89
6209,13/09/2024,06:13:12,Kaveri ugt level,97,41.73,200402.69
6210,13/09/2024,05:53:12,Kaveri ugt level,95,41.44,199049.76
6211,13/09/2024,05:33:12,Kaveri ugt level,96,41.2,197865.95
6212,13/09/2024,05:13:12,Kaveri ugt level,95,41.58,199726.23
6213,13/09/2024,04:53:12,Kaveri ugt level,96,44.15,212071.71
6214,13/09/2024,04:33:21,Kaveri ugt level,96,41.34,198542.42
6215,13/09/2024,04:13:12,Kaveri ugt level,97,40.32,193638.05
6216,13/09/2024,03:53:12,Kaveri ugt level,98,40.35,193807.16
6217,13/09/2024,03:33:12,Kaveri ugt level,98,38.03,182645.49
6218,13/09/2024,03:13:12,Kaveri ugt level,97,35.74,171652.94
6219,13/09/2024,02:53:12,Kaveri ugt level,97,32.92,158123.64
6220,13/09/2024,02:33:12,Kaveri ugt level,98,31.2,149836.95
6221,13/09/2024,02:13:12,Kaveri ugt level,96,31.2,149836.95
6222,13/09/2024,01:53:12,Kaveri ugt level,100,31.2,149836.95
6223,13/09/2024,01:33:12,Kaveri ugt level,96,31.06,149160.49
6224,13/09/2024,01:13:12,Kaveri ugt level,98,28.31,135969.42
6225,13/09/2024,00:53:12,Kaveri ugt level,98,26.55,127513.61
6226,13/09/2024,00:33:12,Kaveri ugt level,100,26.55,127513.61
6227,13/09/2024,00:13:12,Kaveri ugt level,100,26.48,127175.38
6228,12/09/2024,23:53:11,Kaveri ugt level,98,24.26,116521.06
6229,12/09/2024,23:33:11,Kaveri ugt level,100,21.76,104513.81
6230,12/09/2024,23:13:11,Kaveri ugt level,100,21.48,103160.88
6231,12/09/2024,22:53:11,Kaveri ugt level,100,20.95,100624.14
6232,12/09/2024,22:33:11,Kaveri ugt level,100,20.46,98256.51
6233,12/09/2024,22:13:11,Kaveri ugt level,100,19.61,94197.72
6234,12/09/2024,21:53:20,Kaveri ugt level,100,18.7,89800.7
6235,12/09/2024,21:33:11,Kaveri ugt level,100,17.78,85403.68
6236,12/09/2024,21:13:11,Kaveri ugt level,100,16.9,81175.77
6237,12/09/2024,20:53:19,Kaveri ugt level,100,15.99,76778.75
6238,12/09/2024,20:33:11,Kaveri ugt level,96,15.77,75764.06
6239,12/09/2024,20:13:11,Kaveri ugt level,100,16.62,79822.85
6240,12/09/2024,19:53:11,Kaveri ugt level,100,17.78,85403.68
6241,12/09/2024,19:33:11,Kaveri ugt level,100,18.87,90646.28
6242,12/09/2024,19:13:11,Kaveri ugt level,100,18.2,87433.07
6243,12/09/2024,18:53:12,Kaveri ugt level,100,17.25,82866.94
6244,12/09/2024,18:33:11,Kaveri ugt level,100,17.32,83205.17
6245,12/09/2024,18:13:11,Kaveri ugt level,100,17.32,83205.17
6246,12/09/2024,17:53:11,Kaveri ugt level,100,17.32,83205.17
6247,12/09/2024,17:33:11,Kaveri ugt level,100,17.32,83205.17
6248,12/09/2024,17:13:11,Kaveri ugt level,99,17.29,83036.05
6249,12/09/2024,16:53:11,Kaveri ugt level,100,17.29,83036.05
6250,12/09/2024,16:33:10,Kaveri ugt level,100,17.36,83374.29
6251,12/09/2024,16:13:10,Kaveri ugt level,100,17.36,83374.29
6252,12/09/2024,15:53:10,Kaveri ugt level,100,17.36,83374.29
6253,12/09/2024,15:33:10,Kaveri ugt level,100,19.47,93521.26
6254,12/09/2024,15:13:10,Kaveri ugt level,100,21.62,103837.35
6255,12/09/2024,14:53:10,Kaveri ugt level,99,23.24,111616.69
6256,12/09/2024,14:33:10,Kaveri ugt level,100,22.85,109756.41
6257,12/09/2024,14:13:10,Kaveri ugt level,100,22.64,108741.71
6258,12/09/2024,13:53:10,Kaveri ugt level,100,22.71,109079.95
6259,12/09/2024,13:33:10,Kaveri ugt level,100,22.68,108910.83
6260,12/09/2024,13:13:10,Kaveri ugt level,100,22.68,108910.83
6261,12/09/2024,12:53:10,Kaveri ugt level,100,22.68,108910.83
6262,12/09/2024,12:33:10,Kaveri ugt level,100,22.71,109079.95
6263,12/09/2024,12:13:10,Kaveri ugt level,100,22.71,109079.95
6264,12/09/2024,11:53:10,Kaveri ugt level,100,22.68,108910.83
6265,12/09/2024,11:33:10,Kaveri ugt level,100,22.68,108910.83
6266,12/09/2024,11:13:10,Kaveri ugt level,100,22.68,108910.83
6267,12/09/2024,10:53:10,Kaveri ugt level,100,24.79,119057.8
6268,12/09/2024,10:33:10,Kaveri ugt level,100,26.83,128866.54
6269,12/09/2024,10:13:10,Kaveri ugt level,100,28.87,138675.28
6270,12/09/2024,09:53:10,Kaveri ugt level,100,30.77,147807.56
6271,12/09/2024,09:33:10,Kaveri ugt level,100,31.83,152881.04
6272,12/09/2024,09:13:10,Kaveri ugt level,100,31.13,149498.72
6273,12/09/2024,08:53:10,Kaveri ugt level,99,29.86,143410.54
6274,12/09/2024,08:33:10,Kaveri ugt level,98,28.59,137322.35
6275,12/09/2024,08:13:10,Kaveri ugt level,98,27.32,131234.17
6276,12/09/2024,07:53:10,Kaveri ugt level,100,26.2,125822.45
6277,12/09/2024,07:33:10,Kaveri ugt level,98,26.62,127851.85
6278,12/09/2024,07:13:10,Kaveri ugt level,100,29.19,140197.33
6279,12/09/2024,06:53:10,Kaveri ugt level,100,29.65,142395.84
6280,12/09/2024,06:33:10,Kaveri ugt level,97,28.87,138675.28
6281,12/09/2024,06:13:10,Kaveri ugt level,98,28.8,138337.05
6282,12/09/2024,05:53:10,Kaveri ugt level,96,29.86,143410.54
6283,12/09/2024,05:33:10,Kaveri ugt level,98,32.04,153895.74
6284,12/09/2024,05:13:10,Kaveri ugt level,100,35.18,168947.08
6285,12/09/2024,04:53:10,Kaveri ugt level,98,38.17,183321.96
6286,12/09/2024,04:33:10,Kaveri ugt level,96,38.52,185013.12
6287,12/09/2024,04:13:11,Kaveri ugt level,96,35.39,169961.78
6288,12/09/2024,03:53:11,Kaveri ugt level,96,35.42,170130.89
6289,12/09/2024,03:33:11,Kaveri ugt level,95,35.46,170300.01
6290,12/09/2024,03:13:11,Kaveri ugt level,99,34.61,166241.22
6291,12/09/2024,02:53:11,Kaveri ugt level,96,31.3,150344.3
6292,12/09/2024,02:33:11,Kaveri ugt level,96,31.02,148991.37
6293,12/09/2024,02:13:11,Kaveri ugt level,96,31.02,148991.37
6294,12/09/2024,01:53:11,Kaveri ugt level,96,31.02,148991.37
6295,12/09/2024,01:33:11,Kaveri ugt level,100,28.91,138844.4
6296,12/09/2024,01:13:11,Kaveri ugt level,98,26.48,127175.38
6297,12/09/2024,00:53:11,Kaveri ugt level,100,26.48,127175.38
6298,12/09/2024,00:33:11,Kaveri ugt level,99,26.44,127006.26
6299,12/09/2024,00:13:11,Kaveri ugt level,99,26.23,125991.57
6300,11/09/2024,23:53:11,Kaveri ugt level,98,23.59,113307.85
6301,11/09/2024,23:33:11,Kaveri ugt level,99,21.94,105359.39
6302,11/09/2024,23:13:19,Kaveri ugt level,98,21.87,105021.16
6303,11/09/2024,22:53:11,Kaveri ugt level,96,21.83,104852.04
6304,11/09/2024,22:33:11,Kaveri ugt level,96,20.46,98256.51
6305,11/09/2024,22:13:11,Kaveri ugt level,98,17.43,83712.52
6306,11/09/2024,21:53:13,Kaveri ugt level,96,17.43,83712.52
6307,11/09/2024,21:33:20,Kaveri ugt level,98,17.43,83712.52
6308,11/09/2024,21:13:11,Kaveri ugt level,99,17.43,83712.52
6309,11/09/2024,20:53:11,Kaveri ugt level,99,17.43,83712.52
6310,11/09/2024,20:33:11,Kaveri ugt level,99,17.46,83881.63
6311,11/09/2024,20:13:11,Kaveri ugt level,100,17.68,84896.33
6312,11/09/2024,19:53:11,Kaveri ugt level,99,20.77,99778.56
6313,11/09/2024,19:33:11,Kaveri ugt level,100,23.91,114829.9
6314,11/09/2024,19:13:12,Kaveri ugt level,99,25.74,123623.94
6315,11/09/2024,18:53:12,Kaveri ugt level,98,25.74,123623.94
6316,11/09/2024,18:33:12,Kaveri ugt level,100,25.74,123623.94
6317,11/09/2024,18:13:12,Kaveri ugt level,100,25.74,123623.94
6318,11/09/2024,17:53:12,Kaveri ugt level,100,25.74,123623.94
6319,11/09/2024,17:33:12,Kaveri ugt level,100,25.74,123623.94
6320,11/09/2024,17:13:12,Kaveri ugt level,100,25.74,123623.94
6321,11/09/2024,16:53:12,Kaveri ugt level,100,25.74,123623.94
6322,11/09/2024,16:33:54,Kaveri ugt level,100,25.7,123454.82
6323,11/09/2024,16:13:12,Kaveri ugt level,99,26.94,129373.89
6324,11/09/2024,15:53:12,Kaveri ugt level,100,29.65,142395.84
6325,11/09/2024,15:33:12,Kaveri ugt level,100,32.04,153895.74
6326,11/09/2024,15:13:12,Kaveri ugt level,99,34.33,164888.29
6327,11/09/2024,14:53:12,Kaveri ugt level,100,35.49,170469.13
6328,11/09/2024,14:33:12,Kaveri ugt level,100,35.46,170300.01
6329,11/09/2024,14:13:12,Kaveri ugt level,100,35.53,170638.24
6330,11/09/2024,13:53:12,Kaveri ugt level,100,35.49,170469.13
6331,11/09/2024,13:33:12,Kaveri ugt level,100,35.49,170469.13
6332,11/09/2024,13:13:12,Kaveri ugt level,100,35.53,170638.24
6333,11/09/2024,12:53:12,Kaveri ugt level,100,35.53,170638.24
6334,11/09/2024,12:33:12,Kaveri ugt level,100,35.49,170469.13
6335,11/09/2024,12:13:12,Kaveri ugt level,100,35.49,170469.13
6336,11/09/2024,11:53:12,Kaveri ugt level,100,35.49,170469.13
6337,11/09/2024,11:33:12,Kaveri ugt level,100,35.53,170638.24
6338,11/09/2024,11:13:12,Kaveri ugt level,100,35.28,169454.43
6339,11/09/2024,10:53:12,Kaveri ugt level,100,37.78,181461.68
6340,11/09/2024,10:33:12,Kaveri ugt level,100,39.86,191439.54
6341,11/09/2024,10:13:12,Kaveri ugt level,100,41.73,200402.69
6342,11/09/2024,09:53:12,Kaveri ugt level,100,43.38,208351.15
6343,11/09/2024,09:33:12,Kaveri ugt level,100,43.94,211057.01
6344,11/09/2024,09:13:12,Kaveri ugt level,100,40.53,194652.74
6345,11/09/2024,08:53:12,Kaveri ugt level,100,39.37,189071.91
6346,11/09/2024,08:33:12,Kaveri ugt level,99,38.17,183321.96
6347,11/09/2024,08:13:12,Kaveri ugt level,98,37.01,177741.12
6348,11/09/2024,07:53:12,Kaveri ugt level,98,35.92,172498.52
6349,11/09/2024,07:33:12,Kaveri ugt level,98,36.55,175542.61
6350,11/09/2024,07:13:12,Kaveri ugt level,100,38.38,184336.65
6351,11/09/2024,06:53:12,Kaveri ugt level,98,40.11,192623.35
6352,11/09/2024,06:33:12,Kaveri ugt level,96,41.83,200910.04
6353,11/09/2024,06:13:12,Kaveri ugt level,96,44.4,213255.52
6354,11/09/2024,05:53:13,Kaveri ugt level,98,45.07,216468.73
6355,11/09/2024,05:33:13,Kaveri ugt level,95,47.57,228475.98
6356,11/09/2024,05:13:13,Kaveri ugt level,97,48.2,231520.07
6357,11/09/2024,04:53:13,Kaveri ugt level,99,47.29,227123.05
6358,11/09/2024,04:33:13,Kaveri ugt level,99,48.42,232534.77
6359,11/09/2024,04:13:13,Kaveri ugt level,97,48.42,232534.77
6360,11/09/2024,03:53:13,Kaveri ugt level,100,48.45,232703.89
6361,11/09/2024,03:33:13,Kaveri ugt level,97,48.45,232703.89
6362,11/09/2024,03:13:13,Kaveri ugt level,100,48.49,232873
6363,11/09/2024,02:53:13,Kaveri ugt level,100,47.15,226446.59
6364,11/09/2024,02:33:13,Kaveri ugt level,97,44.08,211733.48
6365,11/09/2024,02:13:13,Kaveri ugt level,98,43.77,210211.43
6366,11/09/2024,01:53:13,Kaveri ugt level,100,43.8,210380.55
6367,11/09/2024,01:33:13,Kaveri ugt level,96,43.8,210380.55
6368,11/09/2024,01:13:13,Kaveri ugt level,100,43.8,210380.55
6369,11/09/2024,00:53:13,Kaveri ugt level,100,43.8,210380.55
6370,11/09/2024,00:33:13,Kaveri ugt level,100,43.8,210380.55
6371,11/09/2024,00:13:13,Kaveri ugt level,99,43.7,209873.2
6372,10/09/2024,23:53:13,Kaveri ugt level,100,43.63,209534.97
6373,10/09/2024,23:33:13,Kaveri ugt level,100,43.63,209534.97
6374,10/09/2024,23:13:13,Kaveri ugt level,100,43.63,209534.97
6375,10/09/2024,22:53:13,Kaveri ugt level,97,43.63,209534.97
6376,10/09/2024,22:33:13,Kaveri ugt level,100,43.63,209534.97
6377,10/09/2024,22:13:13,Kaveri ugt level,100,43.63,209534.97
6378,10/09/2024,21:53:13,Kaveri ugt level,100,43.66,209704.08
6379,10/09/2024,21:33:13,Kaveri ugt level,100,43.66,209704.08
6380,10/09/2024,21:13:13,Kaveri ugt level,100,43.7,209873.2
6381,10/09/2024,20:53:13,Kaveri ugt level,100,42.68,204968.83
6382,10/09/2024,20:33:14,Kaveri ugt level,100,40.67,195329.21
6383,10/09/2024,20:13:14,Kaveri ugt level,100,41.8,200740.93
6384,10/09/2024,19:53:14,Kaveri ugt level,100,43.63,209534.97
6385,10/09/2024,19:33:14,Kaveri ugt level,100,41.83,200910.04
6386,10/09/2024,19:13:14,Kaveri ugt level,100,40.53,194652.74
6387,10/09/2024,18:53:14,Kaveri ugt level,100,40.53,194652.74
6388,10/09/2024,18:33:14,Kaveri ugt level,100,40.53,194652.74
6389,10/09/2024,18:13:14,Kaveri ugt level,100,40.49,194483.63
6390,10/09/2024,17:53:14,Kaveri ugt level,100,40.49,194483.63
6391,10/09/2024,17:33:14,Kaveri ugt level,100,40.56,194821.86
6392,10/09/2024,17:13:14,Kaveri ugt level,98,40.53,194652.74
